input,output,difficulty,chapter
(   )依照數的順序，2　個一數，82—84—86—88—□，□應該是　(Ａ)　88　(Ｂ)　89　(Ｃ)　90。,答案：(Ｃ) 解析：2　個一數，88　再多　2　是　90。 ,中,4-4_百數表
(   )依照數的順序，5　個一數，55—60—65—70—□，□應該是　(Ａ)　73　(Ｂ)　74　(Ｃ)　75。,答案：(Ｃ) 解析：5　個一數，70　再多　5　是　75。 ,中,4-4_百數表
(   )依照數的順序，5　個一數，60—65—70—75—□，□應該是　(Ａ)　82　(Ｂ)　81　(Ｃ)　80。,答案：(Ｃ) 解析：5　個一數，75　再多　5　就是　80。 ,中,4-4_百數表
(   )依照數的順序，5　個一數，80—85—90—95—□，□應該是　(Ａ)　98　(Ｂ)　99　(Ｃ)　100。,答案：(Ｃ) 解析：5　個一數，95　再多　5　是　100。 ,中,4-4_百數表
(   )糖糖坐公車忘了帶錢，瑞瑞拿出　1　個五元硬幣及　10　個一元硬幣，剛好夠幫糖糖付坐公車的費用，糖糖坐公車的費用是多少元？　(Ａ)　15　元　(Ｂ)　5　元　(Ｃ)　12　元。,答案：(Ａ) 解析：1　個　5　元＋10　個　1　元＝5＋10＝15　元 ,難,6-1_1、5、10元
(   )阿寶有　50　元，他可以買幾枝　10　元的竹蜻蜓？　(Ａ)　50　枝　(Ｂ)　10　枝　(Ｃ)　5　枝。,答案：(Ｃ) 解析：50　元可以換　5　個　10　元，所以可以買　5　枝。 ,難,6-2_50、100元
(   )姐姐有　15　顆紅番茄，妹妹有　5　顆黃番茄，兩人一共有多少顆番茄？　(Ａ)　20　顆　(Ｂ)　25　顆　(Ｃ)　30　顆。,答案：(Ａ) 解析：15＋5＝20。 ,中,8-1_兩位數的加法
(   )82＋12＝　(Ａ)　84　(Ｂ)　90　(Ｃ)　94。,答案：(Ｃ) 解析： ,中,8-1_兩位數的加法
(   )草莓冰淇淋一球　23　元，巧克力冰淇淋一球　35　元，兩樣都買一球，共要花多少元？　(Ａ)　58　元　(Ｂ)　64　元　(Ｃ)　70　元。,答案：(Ａ) 解析：23＋35＝58。 ,中,8-1_兩位數的加法
(   )彩彩的色筆盒裡原本有　5　枝色筆，她又放進　13　枝色筆，共有幾枝色筆？　(Ａ)　13　枝　(Ｂ)　15　枝　(Ｃ)　18　枝。,答案：(Ｃ) 解析：5＋13＝18。 ,易,8-1_兩位數的加法
(   )虹虹原有　12　條髮帶，奶奶又送虹虹　8　條髮帶，虹虹現在有幾條髮帶？　(Ａ)　12　條　(Ｂ)　18　條　(Ｃ)　20　條。,答案：(Ｃ) 解析：12＋8＝20。 ,中,8-1_兩位數的加法
(   )冰箱裡有　12　顆百香果，爸爸又買了　24　顆百香果，家裡現在共有幾顆百香果？　(Ａ)　12　顆　(Ｂ)　24　顆　(Ｃ)　36　顆。,答案：(Ｃ) 解析：12＋24＝36。 ,中,8-1_兩位數的加法
(   )宰宰的文具箱裡有　17　張色紙，又買了　20　張，宰宰共有幾張色紙？　(Ａ)　17　張　(Ｂ)　37　張　(Ｃ)　41　張。,答案：(Ｂ) 解析：17＋20＝37。 ,中,8-1_兩位數的加法
(   )思思的撲滿有　38　元，媽媽再給她　51　元，思思現在有幾元？　(Ａ)　86　元　(Ｂ)　88　元　(Ｃ)　89　元。,答案：(Ｃ) 解析：38＋51＝89。 ,中,8-1_兩位數的加法
(   )小雅第一次跳繩跳　29　下，第二次跳　8　下，兩次共跳幾下？　(Ａ)　29　下　(Ｂ)　35　下　(Ｃ)　37　下。,答案：(Ｃ) 解析：29＋8＝37。 ,中,8-1_兩位數的加法
(   )小珠原有　33　元的零用錢，因為上課認真，得到爺爺的獎勵金　15　元，小珠一共有幾元？　(Ａ)　43　元　(Ｂ)　48　元　(Ｃ)　53　元。,答案：(Ｂ) 解析：33＋15＝48。 ,中,8-1_兩位數的加法
(   )小瑋的點心桶裡原有　24　片餅乾，再放進　42　片餅乾後，全部有幾片餅乾？　(Ａ)　66　片　(Ｂ)　68　片　(Ｃ)　70　片。,答案：(Ａ) 解析：24＋42＝66。 ,中,8-1_兩位數的加法
(   )小珍有　27　張色紙，姐姐有　31　張色紙，兩人共有幾張色紙？　(Ａ)　55　張　(Ｂ)　56　張　(Ｃ)　58　張。,答案：(Ｃ) 解析：27＋31＝58。 ,中,8-1_兩位數的加法
(   )小玉買了一杯　52　元的綜合果汁，哥哥買了一杯　35　元的冬瓜檸檬，兩人共花了多少元？　(Ａ)　77　元　(Ｂ)　82　元　(Ｃ)　87　元。,答案：(Ｃ) 解析：52＋35＝87。 ,中,8-1_兩位數的加法
(   )一盒花生糖　34　元，小丸子買　2　盒花生糖，共要付多少元？　(Ａ)　34　元　(Ｂ)　64　元　(Ｃ)　68　元。,答案：(Ｃ) 解析：34＋34＝68。 ,難,8-1_兩位數的加法
(   )一包彈珠　23　元，小花買　2　包彈珠，共要付多少元？　(Ａ)　23　元　(Ｂ)　25　元　(Ｃ)　46　元。,答案：(Ｃ) 解析：23＋23＝46。 ,難,8-1_兩位數的加法
(   )一杯黑糖牛奶　42　元，琵琶買了　2　杯，共要付多少元？　(Ａ)　44　元　(Ｂ)　84　元　(Ｃ)　86　元。,答案：(Ｂ) 解析：42＋42＝84。 ,難,8-1_兩位數的加法
(   )小文有　27　元，小莉有　6　元，兩人一共有多少元？　(Ａ)　31　元　(Ｂ)　32　元　(Ｃ)　33　元。,答案：(Ｃ) 解析：27＋6＝33。 ,中,8-1_兩位數的加法
(   )玩具店裡原來有　55　個小小兵的存錢筒，賣掉　30　個後，店裡還剩下幾個？　(Ａ)　25　個　(Ｂ)　35　個　(Ｃ)　45　個。,答案：(Ａ) 解析：55－30＝25。 ,中,8-2_兩位數的減法
(   )下面哪一個算式的答案最大？　(Ａ)　66－12　(Ｂ)　75－15　(Ｃ)　88－66。,答案：(Ｂ) 解析：(Ａ)　66－12＝54；(Ｂ)　75－15＝60；(Ｃ)　88－66＝22。 ,中,8-2_兩位數的減法
(   )下面哪一個算式的答案最小？　(Ａ)　53－11　(Ｂ)　78－13　(Ｃ)　94－61。,答案：(Ｃ) 解析：(Ａ)　53－11＝42；(Ｂ)　78－13＝65；(Ｃ)　94－61＝33。 ,中,8-2_兩位數的減法
(   )紅豆餅　3　個　20　元，媽媽買　3　個紅豆餅，付一個　50　元硬幣，可以找回多少元？　(Ａ)　17　元　(Ｂ)　23　元　(Ｃ)　30　元。,答案：(Ｃ) 解析：50－20＝30。 ,中,8-2_兩位數的減法
(   )袋子裡原有　66　顆櫻桃，媽媽拿走　14　顆櫻桃當飯後點心後，袋子裡還剩下幾顆櫻桃？　(Ａ)　80　顆　(Ｂ)　62　顆　(Ｃ)　52　顆。,答案：(Ｃ) 解析：66－14＝52。 ,中,8-2_兩位數的減法
(   )球球有　55　元，買早餐花了　33　元，剩下多少元？　(Ａ)　33　元　(Ｂ)　22　元　(Ｃ)　12　元。,答案：(Ｂ) 解析：55－33＝22。 ,中,8-2_兩位數的減法
(   )俊俊皮包裡有　76　元，買了一顆　35　元的蘋果後，還剩下多少元？　(Ａ)　21　元　(Ｂ)　31　元　(Ｃ)　41　元。,答案：(Ｃ) 解析：76－35＝41。 ,中,8-2_兩位數的減法
(   )大駿有　88　元，買了一杯　58　元的果汁，還有多少元？　(Ａ)　40　元　(Ｂ)　38　元　(Ｃ)　30　元。,答案：(Ｃ) 解析：88－58＝30。 ,中,8-2_兩位數的減法
(   )一盒巧克力有　66　顆，弟弟吃了　15　顆，還剩下幾顆巧克力？　(Ａ)　51　顆　(Ｂ)　46　顆　(Ｃ)　41　顆。,答案：(Ａ) 解析：66－15＝51。 ,中,8-2_兩位數的減法
(   )一盒喜餅有　96　片餅乾，全家人一起吃了　64　片，還剩下幾片餅乾？　(Ａ)　34　片　(Ｂ)　32　片　(Ｃ)　30　片。,答案：(Ｂ) 解析：96－64＝32。 ,中,8-2_兩位數的減法
(   )從高雄搭火車到屏東，搭乘自強號的票價是　48　元，搭乘區間車的票價是　31　元，兩種票價相差多少元？　(Ａ)　14　元　(Ｂ)　17　元　(Ｃ)　20　元。,答案：(Ｂ) 解析：48－31＝17。 ,中,8-2_兩位數的減法
(   )小夢妹妹第一次數學小考成績是　76　分，第二次小考成績是　87　分，第二次小考比第一次小考進步了幾分？　(Ａ)　11　分　(Ｂ)　10　分　(Ｃ)　9　分。,答案：(Ａ) 解析：87－76＝11。 ,中,8-2_兩位數的減法
(   )「奶奶有　99　元，給哥哥　55　元，給弟弟　32　元，奶奶共給了兩兄弟多少元？」下面哪個算式是正確的？　(Ａ)　99－55　(Ｂ)　55＋32　(Ｃ)　99－32。,答案：(Ｂ) ,易,8-3_加一加，減一減
(   )「奶奶有　99　元，給哥哥　55　元，給弟弟　32　元，奶奶給哥哥的零用錢比給弟弟的多多少元？」下面哪個算式是正確的？　(Ａ)　99－55　(Ｂ)　32＋55　(Ｃ)　55－32。,答案：(Ｃ) ,中,8-3_加一加，減一減
(   )「哥哥有　45　元，花了　24　元後，還有多少元？」下面哪個算式是正確的？　(Ａ)　45－24＝21　(Ｂ)　45＋24＝69　(Ｃ)　24＋45＝59。,答案：(Ａ) ,易,8-3_加一加，減一減
(   )一顆水蜜桃　88　元，一顆芒果　77　元，一顆水蜜桃比一顆芒果貴多少元？　(Ａ)　9　元　(Ｂ)　10　元　(Ｃ)　11　元。,答案：(Ｃ) 解析：88－77＝11。 ,中,8-3_加一加，減一減
(   )琪琪買了一個　38　元的三明治和一瓶　31　元的牛奶當早餐，共花了多少元？　(Ａ)　69　元　(Ｂ)　74　元　(Ｃ)　79　元。,答案：(Ａ) 解析：38＋31＝69。 ,中,8-3_加一加，減一減
(   )小有　54　張貼紙，送給妹妹　13　張，小還有幾張貼紙？　(Ａ)　21　張　(Ｂ)　31　張　(Ｃ)　41　張。,答案：(Ｃ) 解析：54－13＝41。 ,中,8-3_加一加，減一減
(   )小柏買了　33　元的筆和　15　元的橡皮擦，共花了多少元？　(Ａ)　38　元　(Ｂ)　48　元　(Ｃ)　58　元。,答案：(Ｂ) 解析：33＋15＝48。 ,中,8-3_加一加，減一減
(   )小展畫了　33　張畫，送給親朋好友　9　張後，還剩下幾張畫？　(Ａ)　24　張　(Ｂ)　26　張　(Ｃ)　28　張。,答案：(Ａ) 解析：33－9＝24。 ,中,8-3_加一加，減一減
(   )小柔到水果店吃了　50　元的綜合水果和　45　元的蜜豆冰，共花了多少元？　(Ａ)　59　元　(Ｂ)　75　元　(Ｃ)　95　元。,答案：(Ｃ) 解析：50＋45＝95。 ,中,8-3_加一加，減一減
(   )小均摺了　92　隻紙青蛙，送給弟弟　21　隻，還剩下幾隻紙青蛙？　(Ａ)　81　隻　(Ｂ)　77　隻　(Ｃ)　71　隻。,答案：(Ｃ) 解析：92－21＝71。 ,中,8-3_加一加，減一減
(   )小欣媽媽買了　46　元的綠豆和　32　元的砂糖，她一共花了多少元？　(Ａ)　83　元　(Ｂ)　78　元　(Ｃ)　73　元。,答案：(Ｂ) 解析：46＋32＝78。 ,中,8-3_加一加，減一減
(   )早餐店有　84　瓶巧克力牛奶和　52　瓶草莓牛奶，巧克力牛奶比草莓牛奶多幾瓶？　(Ａ)　30　瓶　(Ｂ)　32　瓶　(Ｃ)　42　瓶。,答案：(Ｂ) 解析：84－52＝32。 ,中,8-3_加一加，減一減
(   )早餐店有　33　瓶豆漿和　52　瓶草莓牛奶，豆漿和草莓牛奶一共有幾瓶？　(Ａ)　75　瓶　(Ｂ)　81　瓶　(Ｃ)　85　瓶。,答案：(Ｃ) 解析：33＋52＝85。 ,中,8-3_加一加，減一減
(   )早餐店有　84　瓶巧克力牛奶和　33　瓶豆漿，巧克力牛奶比豆漿多幾瓶？　(Ａ)　51　瓶　(Ｂ)　53　瓶　(Ｃ)　61　瓶。,答案：(Ａ) 解析：84－33＝51。 ,中,8-3_加一加，減一減
(   )文具店裡，一包快樂包　66　元，一包驚喜包　77　元，一包驚喜包比一包快樂包貴幾元？　(Ａ)　9　元　(Ｂ)　10　元　(Ｃ)　11　元。,答案：(Ｃ) 解析：77－66＝11。 ,中,8-3_加一加，減一減
(   )文具店裡，一包歡樂包　56　元，一包驚喜包　77　元，一包驚喜包比一包歡樂包貴幾元？　(Ａ)　18　元　(Ｂ)　21　元　(Ｃ)　27　元。,答案：(Ｂ) 解析：77－56＝21。 ,中,8-3_加一加，減一減
(   )大賣場裡，一瓶果汁　38　元，一瓶牛奶　61　元，買一瓶果汁和一瓶牛奶一共要多少元？　(Ａ)　89　元　(Ｂ)　98　元　(Ｃ)　99　元。,答案：(Ｃ) 解析：38＋61＝99。 ,中,8-3_加一加，減一減
(   )大賣場裡，一瓶優酪乳　85　元，一瓶牛奶　61　元，一瓶牛奶比一瓶優酪乳便宜多少元？　(Ａ)　19　元　(Ｂ)　21　元　(Ｃ)　24　元。,答案：(Ｃ) 解析：85－61＝24。 ,中,8-3_加一加，減一減
